,Date,Name,Points,Prop
360,"Thu, May 11 9:10 PM",Cameron Payne,13.5,Pts+Asts
361,"Thu, May 11 9:10 PM",Bruce Brown,12.5,Pts+Asts
362,"Fri, May 12 6:40 PM",Jalen Brunson,34.5,Pts+Asts
363,"Fri, May 12 6:40 PM",Jimmy Butler,35.5,Pts+Asts
364,"Fri, May 12 6:40 PM",Julius Randle,27.5,Pts+Asts
365,"Fri, May 12 6:40 PM",Bam Adebayo,20.5,Pts+Asts
366,"Fri, May 12 6:40 PM",RJ Barrett,23.5,Pts+Asts
367,"Fri, May 12 6:40 PM",Gabe Vincent,13.5,Pts+Asts
368,"Fri, May 12 6:40 PM",Max Strus,14.5,Pts+Asts
369,"Fri, May 12 9:10 PM",Stephen Curry,38.5,Pts+Asts
370,"Fri, May 12 9:10 PM",LeBron James,32.5,Pts+Asts
371,"Fri, May 12 9:10 PM",Klay Thompson,22.5,Pts+Asts
372,"Fri, May 12 9:10 PM",Anthony Davis,27.5,Pts+Asts
373,"Fri, May 12 9:10 PM",Andrew Wiggins,20.5,Pts+Asts
374,"Fri, May 12 9:10 PM",D'Angelo Russell,20.5,Pts+Asts
375,"Fri, May 12 9:10 PM",Draymond Green,16.5,Pts+Asts
376,"Fri, May 12 9:10 PM",Austin Reaves,18.5,Pts+Asts
377,"Thu, May 11 6:40 PM",Jayson Tatum,15.0,Rebs+Asts
378,"Thu, May 11 6:40 PM",Joel Embiid,14.5,Rebs+Asts
379,"Thu, May 11 6:40 PM",Jaylen Brown,9.5,Rebs+Asts
380,"Thu, May 11 6:40 PM",James Harden,15.0,Rebs+Asts
381,"Thu, May 11 6:40 PM",Marcus Smart,8.0,Rebs+Asts
382,"Thu, May 11 6:40 PM",Tobias Harris,8.0,Rebs+Asts
383,"Thu, May 11 6:40 PM",Al Horford,9.0,Rebs+Asts
384,"Thu, May 11 9:10 PM",Nikola Jokic,22.5,Rebs+Asts
385,"Thu, May 11 9:10 PM",Devin Booker,13.0,Rebs+Asts
386,"Thu, May 11 9:10 PM",Jamal Murray,11.0,Rebs+Asts
387,"Thu, May 11 9:10 PM",Kevin Durant,15.0,Rebs+Asts
388,"Thu, May 11 9:10 PM",Michael Porter Jr.,8.0,Rebs+Asts
389,"Thu, May 11 9:10 PM",Aaron Gordon,8.5,Rebs+Asts
390,"Thu, May 11 9:10 PM",Cameron Payne,7.5,Rebs+Asts
391,"Fri, May 12 6:40 PM",Jalen Brunson,11.5,Rebs+Asts
392,"Fri, May 12 6:40 PM",Jimmy Butler,13.5,Rebs+Asts
393,"Fri, May 12 6:40 PM",Julius Randle,12.5,Rebs+Asts
394,"Fri, May 12 6:40 PM",Bam Adebayo,11.5,Rebs+Asts
395,"Fri, May 12 6:40 PM",RJ Barrett,7.5,Rebs+Asts
396,"Fri, May 12 6:40 PM",Kevin Love,7.5,Rebs+Asts
397,"Fri, May 12 9:10 PM",Stephen Curry,13.0,Rebs+Asts
398,"Fri, May 12 9:10 PM",LeBron James,15.0,Rebs+Asts
399,"Fri, May 12 9:10 PM",Anthony Davis,16.5,Rebs+Asts
400,"Fri, May 12 9:10 PM",Andrew Wiggins,8.5,Rebs+Asts
401,"Fri, May 12 9:10 PM",D'Angelo Russell,8.5,Rebs+Asts
402,"Fri, May 12 9:10 PM",Draymond Green,14.5,Rebs+Asts
403,"Fri, May 12 9:10 PM",Austin Reaves,8.0,Rebs+Asts
404,"Thu, May 11 6:40 PM",Jayson Tatum,6.5,Free Throws Made
405,"Thu, May 11 6:40 PM",Joel Embiid,9.5,Free Throws Made
406,"Thu, May 11 6:40 PM",Jaylen Brown,3.5,Free Throws Made
407,"Thu, May 11 6:40 PM",James Harden,5.5,Free Throws Made
408,"Thu, May 11 6:40 PM",Derrick White,1.5,Free Throws Made
409,"Thu, May 11 6:40 PM",Tyrese Maxey,2.5,Free Throws Made
410,"Thu, May 11 6:40 PM",Malcolm Brogdon,2.0,Free Throws Made
411,"Thu, May 11 6:40 PM",Tobias Harris,0.5,Free Throws Made
412,"Thu, May 11 6:40 PM",Marcus Smart,2.0,Free Throws Made
413,"Thu, May 11 9:10 PM",Nikola Jokic,5.5,Free Throws Made
414,"Thu, May 11 9:10 PM",Devin Booker,6.0,Free Throws Made
415,"Thu, May 11 9:10 PM",Jamal Murray,3.0,Free Throws Made
416,"Thu, May 11 9:10 PM",Kevin Durant,6.5,Free Throws Made
417,"Thu, May 11 9:10 PM",Aaron Gordon,2.5,Free Throws Made
418,"Thu, May 11 9:10 PM",Deandre Ayton,1.5,Free Throws Made
419,"Thu, May 11 9:10 PM",Kentavious Caldwell-Pope,0.5,Free Throws Made
420,"Thu, May 11 9:10 PM",Bruce Brown,1.5,Free Throws Made
421,"Thu, May 11 9:10 PM",Michael Porter Jr.,0.5,Free Throws Made
422,"Thu, May 11 6:40 PM",Marcus Smart,1.5,Blks+Stls
423,"Thu, May 11 9:10 PM",Deandre Ayton,1.5,Blks+Stls
424,"Fri, May 12 6:40 PM",Jimmy Butler,2.5,Blks+Stls
425,"Fri, May 12 6:40 PM",Bam Adebayo,1.5,Blks+Stls
426,"Fri, May 12 6:40 PM",Kevin Love,0.5,Blks+Stls
427,"Fri, May 12 9:10 PM",Anthony Davis,3.5,Blks+Stls
428,"Thu, May 11 9:10 PM",Aaron Gordon,0.5,Blocked Shots
429,"Fri, May 12 6:40 PM",Jimmy Butler,0.5,Blocked Shots
430,"Thu, May 11 6:40 PM",Tobias Harris,0.5,Steals
431,"Thu, May 11 6:40 PM",P.J. Tucker,0.5,Steals
432,"Thu, May 11 6:40 PM",Malcolm Brogdon,0.5,Steals
433,"Thu, May 11 9:10 PM",Michael Porter Jr.,0.5,Steals
434,"Thu, May 11 9:10 PM",Deandre Ayton,0.5,Steals
435,"Thu, May 11 9:10 PM",Aaron Gordon,0.5,Steals
436,"Fri, May 12 6:40 PM",Jimmy Butler,1.5,Steals
437,"Fri, May 12 6:40 PM",Julius Randle,0.5,Steals
438,"Fri, May 12 6:40 PM",Bam Adebayo,0.5,Steals
439,"Fri, May 12 6:40 PM",RJ Barrett,0.5,Steals
440,"Fri, May 12 6:40 PM",Mitchell Robinson,0.5,Steals
441,"Thu, May 11 6:40 PM",Jayson Tatum,2.5,Turnovers
442,"Thu, May 11 6:40 PM",Jaylen Brown,2.5,Turnovers
443,"Thu, May 11 6:40 PM",Al Horford,0.5,Turnovers
444,"Thu, May 11 6:40 PM",De'Anthony Melton,0.5,Turnovers
445,"Thu, May 11 9:10 PM",Cameron Payne,1.5,Turnovers
446,"Fri, May 12 6:40 PM",Max Strus,0.5,Turnovers
447,"Fri, May 12 9:10 PM",Klay Thompson,1.5,Turnovers
448,"Fri, May 12 9:10 PM",Anthony Davis,2.5,Turnovers
449,"Fri, May 12 9:10 PM",Draymond Green,2.5,Turnovers
450,"Fri, May 12 9:10 PM",Austin Reaves,1.5,Turnovers
